# English lemma observations — DERIVED DATA, see ATTRIBUTION.md
# reference: Stanford CoreNLP 4.5.10 lemma annotator (Morpha)
# generated: 2026-08-21T14:35:12.274882Z  tokens=272154  rawObservations=272154  aggregated=181750
# format: word, prevLemma, nextLemma, lemma, count ; '-' = sentence edge ; lemmas/words as CoreNLP emitted them
# word	prevLemma	nextLemma	lemma	count
hypinotic	hypinosis	hypnaceae	hypinotic	1
Hypnaceae	hypinotic	hypnaceous	hypnaceae	1
hypnaceous	hypnaceae	hypnagogic	hypnaceous	1
hypnagogic	hypnaceous	hypnesthesis	hypnagogic	1
hypnesthesis	hypnagogic	hypnesthetic	hypnesthesis	1
hypnesthetic	hypnesthesis	hypnoanalysis	hypnesthetic	1
hypnoanalysis	hypnesthetic	hypnobate	hypnoanalysis	1
hypnobate	hypnoanalysis	hypnocyst	hypnobate	1
hypnocyst	hypnobate	hypnody	hypnocyst	1
hypnody	hypnocyst	hypnoetic	hypnody	1
hypnoetic	hypnody	hypnogenesis	hypnoetic	1
hypnogenesis	hypnoetic	hypnogenetic	hypnogenesis	1
hypnogenetic	hypnogenesis	hypnoid	hypnogenetic	1
hypnoid	hypnogenetic	hypnoidal	hypnoid	1
hypnoidal	hypnoid	hypnoidization	hypnoidal	1
hypnoidization	hypnoidal	hypnoidize	hypnoidization	1
hypnoidize	hypnoidization	hypnologic	hypnoidize	1
hypnologic	hypnoidize	hypnological	hypnologic	1
hypnological	hypnologic	hypnologist	hypnological	1
hypnologist	hypnological	hypnology	hypnologist	1
hypnology	hypnologist	hypnone	hypnology	1
hypnone	hypnology	hypnophobia	hypnone	1
hypnophobia	hypnone	hypnophobic	hypnophobia	1
hypnophobic	hypnophobia	hypnophoby	hypnophobic	1
hypnophoby	hypnophobic	hypnopompic	hypnophoby	1
hypnopompic	hypnophoby	hypnos	hypnopompic	1
Hypnos	hypnopompic	hypnoses	hypnos	1
hypnoses	hypnos	hypnosis	hypnoses	1
hypnosis	hypnoses	hypnosperm	hypnosis	1
hypnosperm	hypnosis	hypnosporangium	hypnosperm	1
hypnosporangium	hypnosperm	hypnospore	hypnosporangium	1
hypnospore	hypnosporangium	hypnosporic	hypnospore	1
hypnosporic	hypnospore	hypnotherapy	hypnosporic	1
hypnotherapy	hypnosporic	hypnotic	hypnotherapy	1
hypnotic	hypnotherapy	hypnotically	hypnotic	1
hypnotically	hypnotic	hypnotism	hypnotically	1
hypnotism	hypnotically	hypnotist	hypnotism	1
hypnotist	hypnotism	hypnotistic	hypnotist	1
hypnotistic	hypnotist	hypnotizability	hypnotistic	1
hypnotizability	hypnotistic	hypnotizable	hypnotizability	1
hypnotizable	hypnotizability	hypnotization	hypnotizable	1
hypnotization	hypnotizable	hypnotize	hypnotization	1
hypnotize	hypnotization	hypnotizer	hypnotize	1
hypnotizer	hypnotize	hypnotoid	hypnotizer	1
hypnotoid	hypnotizer	hypnotoxin	hypnotoid	1
hypnotoxin	hypnotoid	hypnum	hypnotoxin	1
Hypnum	hypnotoxin	hypo	hypnum	1
hypo	hypnum	hypoacid	hypo	1
hypoacid	hypo	hypoacidity	hypoacid	1
hypoacidity	hypoacid	hypoactive	hypoacidity	1
hypoactive	hypoacidity	hypoactivity	hypoactive	1
hypoactivity	hypoactive	hypoadenia	hypoactivity	1
hypoadenia	hypoactivity	hypoadrenia	hypoadenia	1
hypoadrenia	hypoadenia	hypoaeolian	hypoadrenia	1
hypoaeolian	hypoadrenia	hypoalimentation	hypoaeolian	1
hypoalimentation	hypoaeolian	hypoalkaline	hypoalimentation	1
hypoalkaline	hypoalimentation	hypoalkalinity	hypoalkaline	1
hypoalkalinity	hypoalkaline	hypoaminoacidemia	hypoalkalinity	1
hypoaminoacidemia	hypoalkalinity	hypoantimonate	hypoaminoacidemia	1
hypoantimonate	hypoaminoacidemia	hypoazoturia	hypoantimonate	1
hypoazoturia	hypoantimonate	hypobasal	hypoazoturia	1
hypobasal	hypoazoturia	hypobatholithic	hypobasal	1
hypobatholithic	hypobasal	hypobenthonic	hypobatholithic	1
hypobenthonic	hypobatholithic	hypobenthos	hypobenthonic	1
hypobenthos	hypobenthonic	hypoblast	hypobenthos	1
hypoblast	hypobenthos	hypoblastic	hypoblast	1
hypoblastic	hypoblast	hypobole	hypoblastic	1
hypobole	hypoblastic	hypobranchial	hypobole	1
hypobranchial	hypobole	hypobranchiate	hypobranchial	1
hypobranchiate	hypobranchial	hypobromite	hypobranchiate	1
hypobromite	hypobranchiate	hypobromous	hypobromite	1
hypobromous	hypobromite	hypobulia	hypobromous	1
hypobulia	hypobromous	hypobulic	hypobulia	1
hypobulic	hypobulia	hypocalcemia	hypobulic	1
hypocalcemia	hypobulic	hypocarp	hypocalcemia	1
hypocarp	hypocalcemia	hypocarpium	hypocarp	1
hypocarpium	hypocarp	hypocarpogean	hypocarpium	1
hypocarpogean	hypocarpium	hypocatharsis	hypocarpogean	1
hypocatharsis	hypocarpogean	hypocathartic	hypocatharsis	1
hypocathartic	hypocatharsis	hypocathexis	hypocathartic	1
hypocathexis	hypocathartic	hypocaust	hypocathexis	1
hypocaust	hypocathexis	hypocentrum	hypocaust	1
hypocentrum	hypocaust	hypocephalus	hypocentrum	1
hypocephalus	hypocentrum	hypochaeris	hypocephalus	1
Hypochaeris	hypocephalus	hypochil	hypochaeris	1
hypochil	hypochaeris	hypochilium	hypochil	1
hypochilium	hypochil	hypochlorhydria	hypochilium	1
hypochlorhydria	hypochilium	hypochlorhydric	hypochlorhydria	1
hypochlorhydric	hypochlorhydria	hypochloric	hypochlorhydric	1
hypochloric	hypochlorhydric	hypochlorite	hypochloric	1
hypochlorite	hypochloric	hypochlorous	hypochlorite	1
hypochlorous	hypochlorite	hypochloruria	hypochlorous	1
hypochloruria	hypochlorous	hypochnaceae	hypochloruria	1
Hypochnaceae	hypochloruria	hypochnose	hypochnaceae	1
hypochnose	hypochnaceae	hypochnus	hypochnose	1
Hypochnus	hypochnose	hypochondria	hypochnus	1
hypochondria	hypochnus	hypochondriac	hypochondria	1
hypochondriac	hypochondria	hypochondriacal	hypochondriac	1
hypochondriacal	hypochondriac	hypochondriacally	hypochondriacal	1
hypochondriacally	hypochondriacal	hypochondriacism	hypochondriacally	1
hypochondriacism	hypochondriacally	hypochondrial	hypochondriacism	1
hypochondrial	hypochondriacism	hypochondriasis	hypochondrial	1
hypochondriasis	hypochondrial	hypochondriast	hypochondriasis	1
hypochondriast	hypochondriasis	hypochondrium	hypochondriast	1
hypochondrium	hypochondriast	hypochondry	hypochondrium	1
hypochondry	hypochondrium	hypochordal	hypochondry	1
hypochordal	hypochondry	hypochromia	hypochordal	1
hypochromia	hypochordal	hypochrosis	hypochromia	1
hypochrosis	hypochromia	hypochylia	hypochrosis	1
hypochylia	hypochrosis	hypocist	hypochylia	1
hypocist	hypochylia	hypocleidian	hypocist	1
hypocleidian	hypocist	hypocleidium	hypocleidian	1
hypocleidium	hypocleidian	hypocoelom	hypocleidium	1
hypocoelom	hypocleidium	hypocondylar	hypocoelom	1
hypocondylar	hypocoelom	hypocone	hypocondylar	1
hypocone	hypocondylar	hypoconid	hypocone	1
hypoconid	hypocone	hypoconule	hypoconid	1
hypoconule	hypoconid	hypoconulid	hypoconule	1
hypoconulid	hypoconule	hypocoracoid	hypoconulid	1
hypocoracoid	hypoconulid	hypocorism	hypocoracoid	1
hypocorism	hypocoracoid	hypocoristic	hypocorism	1
hypocoristic	hypocorism	hypocoristical	hypocoristic	1
hypocoristical	hypocoristic	hypocoristically	hypocoristical	1
hypocoristically	hypocoristical	hypocotyl	hypocoristically	1
hypocotyl	hypocoristically	hypocotyleal	hypocotyl	1
hypocotyleal	hypocotyl	hypocotyledonary	hypocotyleal	1
hypocotyledonary	hypocotyleal	hypocotyledonous	hypocotyledonary	1
hypocotyledonous	hypocotyledonary	hypocotylous	hypocotyledonous	1
hypocotylous	hypocotyledonous	hypocrater	hypocotylous	1
hypocrater	hypocotylous	hypocrateriform	hypocrater	1
hypocrateriform	hypocrater	hypocraterimorphous	hypocrateriform	1
hypocraterimorphous	hypocrateriform	hypocreaceae	hypocraterimorphous	1
Hypocreaceae	hypocraterimorphous	hypocreaceous	hypocreaceae	1
hypocreaceous	hypocreaceae	hypocreales	hypocreaceous	1
Hypocreales	hypocreaceous	hypocrisis	hypocreales	1
hypocrisis	hypocreales	hypocrisy	hypocrisis	1
hypocrisy	hypocrisis	hypocrital	hypocrisy	1
hypocrital	hypocrisy	hypocrite	hypocrital	1
hypocrite	hypocrital	hypocritic	hypocrite	1
hypocritic	hypocrite	hypocritical	hypocritic	1
hypocritical	hypocritic	hypocritically	hypocritical	1
hypocritically	hypocritical	hypocrize	hypocritically	1
hypocrize	hypocritically	hypocrystalline	hypocrize	1
hypocrystalline	hypocrize	hypocycloid	hypocrystalline	1
hypocycloid	hypocrystalline	hypocycloidal	hypocycloid	1
hypocycloidal	hypocycloid	hypocystotomy	hypocycloidal	1
hypocystotomy	hypocycloidal	hypocytosis	hypocystotomy	1
hypocytosis	hypocystotomy	hypodactylum	hypocytosis	1
hypodactylum	hypocytosis	hypoderm	hypodactylum	1
hypoderm	hypodactylum	hypoderma	hypoderm	1
hypoderma	hypoderm	hypodermal	hypoderma	1
hypodermal	hypoderma	hypodermatic	hypodermal	1
hypodermatic	hypodermal	hypodermatically	hypodermatic	1
hypodermatically	hypodermatic	hypodermatoclysis	hypodermatically	1
hypodermatoclysis	hypodermatically	hypodermatomy	hypodermatoclysis	1
hypodermatomy	hypodermatoclysis	hypodermella	hypodermatomy	1
Hypodermella	hypodermatomy	hypodermic	hypodermella	1
hypodermic	hypodermella	hypodermically	hypodermic	1
hypodermically	hypodermic	hypodermis	hypodermically	1
hypodermis	hypodermically	hypodermoclysis	hypodermis	1
hypodermoclysis	hypodermis	hypodermosis	hypodermoclysis	1
hypodermosis	hypodermoclysis	hypodermous	hypodermosis	1
hypodermous	hypodermosis	hypodiapason	hypodermous	1
hypodiapason	hypodermous	hypodiapente	hypodiapason	1
hypodiapente	hypodiapason	hypodiastole	hypodiapente	1
hypodiastole	hypodiapente	hypodiatessaron	hypodiastole	1
hypodiatessaron	hypodiastole	hypodiazeuxis	hypodiatessaron	1
hypodiazeuxis	hypodiatessaron	hypodicrotic	hypodiazeuxis	1
hypodicrotic	hypodiazeuxis	hypodicrotous	hypodicrotic	1
hypodicrotous	hypodicrotic	hypoditone	hypodicrotous	1
hypoditone	hypodicrotous	hypodorian	hypoditone	1
hypodorian	hypoditone	hypodynamia	hypodorian	1
hypodynamia	hypodorian	hypodynamic	hypodynamia	1
hypodynamic	hypodynamia	hypoeliminator	hypodynamic	1
hypoeliminator	hypodynamic	hypoendocrinism	hypoeliminator	1
hypoendocrinism	hypoeliminator	hypoeosinophilia	hypoendocrinism	1
hypoeosinophilia	hypoendocrinism	hypoeutectic	hypoeosinophilia	1
hypoeutectic	hypoeosinophilia	hypoeutectoid	hypoeutectic	1
hypoeutectoid	hypoeutectic	hypofunction	hypoeutectoid	1
hypofunction	hypoeutectoid	hypogastric	hypofunction	1
hypogastric	hypofunction	hypogastrium	hypogastric	1
hypogastrium	hypogastric	hypogastrocele	hypogastrium	1
hypogastrocele	hypogastrium	hypogeal	hypogastrocele	1
hypogeal	hypogastrocele	hypogean	hypogeal	1
hypogean	hypogeal	hypogee	hypogean	1
hypogee	hypogean	hypogeic	hypogee	1
hypogeic	hypogee	hypogeiody	hypogeic	1
hypogeiody	hypogeic	hypogene	hypogeiody	1
hypogene	hypogeiody	hypogenesis	hypogene	1
hypogenesis	hypogene	hypogenetic	hypogenesis	1
hypogenetic	hypogenesis	hypogenic	hypogenetic	1
hypogenic	hypogenetic	hypogenous	hypogenic	1
hypogenous	hypogenic	hypogeocarpous	hypogenous	1
hypogeocarpous	hypogenous	hypogeous	hypogeocarpous	1
hypogeous	hypogeocarpous	hypogeum	hypogeous	1
hypogeum	hypogeous	hypogeusia	hypogeum	1
hypogeusia	hypogeum	hypoglobulia	hypogeusia	1
hypoglobulia	hypogeusia	hypoglossal	hypoglobulia	1
hypoglossal	hypoglobulia	hypoglossitis	hypoglossal	1
hypoglossitis	hypoglossal	hypoglossus	hypoglossitis	1
hypoglossus	hypoglossitis	hypoglottis	hypoglossus	1
hypoglottis	hypoglossus	hypoglycemia	hypoglottis	1
hypoglycemia	hypoglottis	hypoglycemic	hypoglycemia	1
hypoglycemic	hypoglycemia	hypognathism	hypoglycemic	1
hypognathism	hypoglycemic	hypognathous	hypognathism	1
hypognathous	hypognathism	hypogonation	hypognathous	1
hypogonation	hypognathous	hypogynic	hypogonation	1
hypogynic	hypogonation	hypogynium	hypogynic	1
hypogynium	hypogynic	hypogynous	hypogynium	1
hypogynous	hypogynium	hypogyny	hypogynous	1
hypogyny	hypogynous	hypohalous	hypogyny	1
hypohalous	hypogyny	hypohemia	hypohalous	1
hypohemia	hypohalous	hypohidrosis	hypohemia	1
hypohidrosis	hypohemia	hypohippus	hypohidrosis	1
Hypohippus	hypohidrosis	hypohyal	hypohippus	1
hypohyal	hypohippus	hypohyaline	hypohyal	1
hypohyaline	hypohyal	hypoid	hypohyaline	1
hypoid	hypohyaline	hypoiodite	hypoid	1
hypoiodite	hypoid	hypoiodous	hypoiodite	1
hypoiodous	hypoiodite	hypoionian	hypoiodous	1
hypoionian	hypoiodous	hypoischium	hypoionian	1
hypoischium	hypoionian	hypoisotonic	hypoischium	1
hypoisotonic	hypoischium	hypokeimenometry	hypoisotonic	1
hypokeimenometry	hypoisotonic	hypokinesia	hypokeimenometry	1
hypokinesia	hypokeimenometry	hypokinesis	hypokinesia	1
hypokinesis	hypokinesia	hypokinetic	hypokinesis	1
hypokinetic	hypokinesis	hypokoristikon	hypokinetic	1
hypokoristikon	hypokinetic	hypolemniscus	hypokoristikon	1
hypolemniscus	hypokoristikon	hypoleptically	hypolemniscus	1
hypoleptically	hypolemniscus	hypoleucocytosis	hypoleptically	1
hypoleucocytosis	hypoleptically	hypolimnion	hypoleucocytosis	1
hypolimnion	hypoleucocytosis	hypolocrian	hypolimnion	1
hypolocrian	hypolimnion	hypolydian	hypolocrian	1
hypolydian	hypolocrian	hypomania	hypolydian	1
hypomania	hypolydian	hypomanic	hypomania	1
hypomanic	hypomania	hypomelancholia	hypomanic	1
hypomelancholia	hypomanic	hypomeral	hypomelancholia	1
hypomeral	hypomelancholia	hypomere	hypomeral	1
hypomere	hypomeral	hypomeron	hypomere	1
hypomeron	hypomere	hypometropia	hypomeron	1
hypometropia	hypomeron	hypomixolydian	hypometropia	1
hypomixolydian	hypometropia	hypomnematic	hypomixolydian	1
hypomnematic	hypomixolydian	hypomnesis	hypomnematic	1
hypomnesis	hypomnematic	hypomochlion	hypomnesis	1
hypomochlion	hypomnesis	hypomorph	hypomochlion	1
hypomorph	hypomochlion	hypomotility	hypomorph	1
hypomotility	hypomorph	hypomyotonia	hypomotility	1
hypomyotonia	hypomotility	hyponastic	hypomyotonia	1
hyponastic	hypomyotonia	hyponastically	hyponastic	1
hyponastically	hyponastic	hyponasty	hyponastically	1
hyponasty	hyponastically	hyponeuria	hyponasty	1
hyponeuria	hyponasty	hyponitric	hyponeuria	1
hyponitric	hyponeuria	hyponitrite	hyponitric	1
hyponitrite	hyponitric	hyponitrous	hyponitrite	1
hyponitrous	hyponitrite	hyponoetic	hyponitrous	1
hyponoetic	hyponitrous	hyponoia	hyponoetic	1
hyponoia	hyponoetic	hyponome	hyponoia	1
hyponome	hyponoia	hyponomic	hyponome	1
hyponomic	hyponome	hyponychial	hyponomic	1
hyponychial	hyponomic	hyponychium	hyponychial	1
hyponychium	hyponychial	hyponym	hyponychium	1
hyponym	hyponychium	hyponymic	hyponym	1
hyponymic	hyponym	hyponymous	hyponymic	1
hyponymous	hyponymic	hypoparia	hyponymous	1
Hypoparia	hyponymous	hypopepsia	hypoparia	1
hypopepsia	hypoparia	hypopepsinia	hypopepsia	1
hypopepsinia	hypopepsia	hypopepsy	hypopepsinia	1
hypopepsy	hypopepsinia	hypopetalous	hypopepsy	1
hypopetalous	hypopepsy	hypopetaly	hypopetalous	1
hypopetaly	hypopetalous	hypophalangism	hypopetaly	1
hypophalangism	hypopetaly	hypophamin	hypophalangism	1
hypophamin	hypophalangism	hypophamine	hypophamin	1
hypophamine	hypophamin	hypophare	hypophamine	1
hypophare	hypophamine	hypopharyngeal	hypophare	1
hypopharyngeal	hypophare	hypopharynx	hypopharyngeal	1
hypopharynx	hypopharyngeal	hypophloeodal	hypopharynx	1
hypophloeodal	hypopharynx	hypophloeodic	hypophloeodal	1
hypophloeodic	hypophloeodal	hypophloeous	hypophloeodic	1
hypophloeous	hypophloeodic	hypophonic	hypophloeous	1
hypophonic	hypophloeous	hypophonous	hypophonic	1
hypophonous	hypophonic	hypophora	hypophonous	1
hypophora	hypophonous	hypophoria	hypophora	1
hypophoria	hypophora	hypophosphate	hypophoria	1
hypophosphate	hypophoria	hypophosphite	hypophosphate	1
hypophosphite	hypophosphate	hypophosphoric	hypophosphite	1
hypophosphoric	hypophosphite	hypophosphorous	hypophosphoric	1
hypophosphorous	hypophosphoric	hypophrenia	hypophosphorous	1
hypophrenia	hypophosphorous	hypophrenic	hypophrenia	1
hypophrenic	hypophrenia	hypophrenosis	hypophrenic	1
hypophrenosis	hypophrenic	hypophrygian	hypophrenosis	1
hypophrygian	hypophrenosis	hypophyge	hypophrygian	1
hypophyge	hypophrygian	hypophyll	hypophyge	1
hypophyll	hypophyge	hypophyllium	hypophyll	1
hypophyllium	hypophyll	hypophyllous	hypophyllium	1
hypophyllous	hypophyllium	hypophyllum	hypophyllous	1
hypophyllum	hypophyllous	hypophyse	hypophyllum	1
hypophyse	hypophyllum	hypophyseal	hypophyse	1
hypophyseal	hypophyse	hypophysectomize	hypophyseal	1
hypophysectomize	hypophyseal	hypophysectomy	hypophysectomize	1
hypophysectomy	hypophysectomize	hypophyseoprivic	hypophysectomy	1
hypophyseoprivic	hypophysectomy	hypophyseoprivous	hypophyseoprivic	1
hypophyseoprivous	hypophyseoprivic	hypophysial	hypophyseoprivous	1
hypophysial	hypophyseoprivous	hypophysical	hypophysial	1
hypophysical	hypophysial	hypophysics	hypophysical	1
hypophysics	hypophysical	hypophysis	hypophysics	1
hypophysis	hypophysics	hypopial	hypophysis	1
hypopial	hypophysis	hypopinealism	hypopial	1
hypopinealism	hypopial	hypopituitarism	hypopinealism	1
hypopituitarism	hypopinealism	hypopitys	hypopituitarism	1
Hypopitys	hypopituitarism	hypoplankton	hypopitys	1
hypoplankton	hypopitys	hypoplanktonic	hypoplankton	1
hypoplanktonic	hypoplankton	hypoplasia	hypoplanktonic	1
hypoplasia	hypoplanktonic	hypoplastic	hypoplasia	1
hypoplastic	hypoplasia	hypoplastral	hypoplastic	1
hypoplastral	hypoplastic	hypoplastron	hypoplastral	1
hypoplastron	hypoplastral	hypoplasty	hypoplastron	1
hypoplasty	hypoplastron	hypoplasy	hypoplasty	1
hypoplasy	hypoplasty	hypoploid	hypoplasy	1
hypoploid	hypoplasy	hypoploidy	hypoploid	1
hypoploidy	hypoploid	hypopodium	hypoploidy	1
hypopodium	hypoploidy	hypopraxia	hypopodium	1
hypopraxia	hypopodium	hypoprosexia	hypopraxia	1
hypoprosexia	hypopraxia	hypopselaphesia	hypoprosexia	1
hypopselaphesia	hypoprosexia	hypopteral	hypopselaphesia	1
hypopteral	hypopselaphesia	hypopteron	hypopteral	1
hypopteron	hypopteral	hypoptilar	hypopteron	1
hypoptilar	hypopteron	hypoptilum	hypoptilar	1
hypoptilum	hypoptilar	hypoptosis	hypoptilum	1
hypoptosis	hypoptilum	hypoptyalism	hypoptosis	1
hypoptyalism	hypoptosis	hypopus	hypoptyalism	1
hypopus	hypoptyalism	hypopygial	hypopus	1
hypopygial	hypopus	hypopygidium	hypopygial	1
hypopygidium	hypopygial	hypopygium	hypopygidium	1
hypopygium	hypopygidium	hypopyon	hypopygium	1
hypopyon	hypopygium	hyporadial	hypopyon	1
hyporadial	hypopyon	hyporadiolus	hyporadial	1
hyporadiolus	hyporadial	hyporadius	hyporadiolus	1
hyporadius	hyporadiolus	hyporchema	hyporadius	1
hyporchema	hyporadius	hyporchematic	hyporchema	1
hyporchematic	hyporchema	hyporcheme	hyporchematic	1
hyporcheme	hyporchematic	hyporchesis	hyporcheme	1
hyporchesis	hyporcheme	hyporhachidian	hyporchesis	1
hyporhachidian	hyporchesis	hyporhachis	hyporhachidian	1
hyporhachis	hyporhachidian	hyporhined	hyporhachis	1
hyporhined	hyporhachis	hyporit	hyporhined	1
hyporit	hyporhined	hyporrhythmic	hyporit	1
hyporrhythmic	hyporit	hyposcenium	hyporrhythmic	1
hyposcenium	hyporrhythmic	hyposcleral	hyposcenium	1
hyposcleral	hyposcenium	hyposcope	hyposcleral	1
hyposcope	hyposcleral	hyposecretion	hyposcope	1
hyposecretion	hyposcope	hyposensitization	hyposecretion	1
hyposensitization	hyposecretion	hyposensitize	hyposensitization	1
hyposensitize	hyposensitization	hyposkeletal	hyposensitize	1
hyposkeletal	hyposensitize	hyposmia	hyposkeletal	1
hyposmia	hyposkeletal	hypospadiac	hyposmia	1
hypospadiac	hyposmia	hypospadias	hypospadiac	1
hypospadias	hypospadiac	hyposphene	hypospadias	1
hyposphene	hypospadias	hypospray	hyposphene	1
hypospray	hyposphene	hypostase	hypospray	1
hypostase	hypospray	hypostasis	hypostase	1
hypostasis	hypostase	hypostasization	hypostasis	1
hypostasization	hypostasis	hypostasize	hypostasization	1
hypostasize	hypostasization	hypostasy	hypostasize	1
hypostasy	hypostasize	hypostatic	hypostasy	1
hypostatic	hypostasy	hypostatical	hypostatic	1
hypostatical	hypostatic	hypostatically	hypostatical	1
hypostatically	hypostatical	hypostatization	hypostatically	1
hypostatization	hypostatically	hypostatize	hypostatization	1
hypostatize	hypostatization	hyposternal	hypostatize	1
hyposternal	hypostatize	hyposternum	hyposternal	1
hyposternum	hyposternal	hyposthenia	hyposternum	1
hyposthenia	hyposternum	hyposthenic	hyposthenia	1
hyposthenic	hyposthenia	hyposthenuria	hyposthenic	1
hyposthenuria	hyposthenic	hypostigma	hyposthenuria	1
hypostigma	hyposthenuria	hypostilbite	hypostigma	1
hypostilbite	hypostigma	hypostoma	hypostilbite	1
hypostoma	hypostilbite	hypostomata	hypostoma	1
Hypostomata	hypostoma	hypostomatic	hypostomata	1
hypostomatic	hypostomata	hypostomatous	hypostomatic	1
hypostomatous	hypostomatic	hypostome	hypostomatous	1
hypostome	hypostomatous	hypostomial	hypostome	1
hypostomial	hypostome	hypostomides	hypostomial	1
Hypostomides	hypostomial	hypostomous	hypostomides	1
hypostomous	hypostomides	hypostrophe	hypostomous	1
hypostrophe	hypostomous	hypostyle	hypostrophe	1
hypostyle	hypostrophe	hypostypsis	hypostyle	1
hypostypsis	hypostyle	hypostyptic	hypostypsis	1
hypostyptic	hypostypsis	hyposulphite	hypostyptic	1
hyposulphite	hypostyptic	hyposulphurous	hyposulphite	1
hyposulphurous	hyposulphite	hyposuprarenalism	hyposulphurous	1
hyposuprarenalism	hyposulphurous	hyposyllogistic	hyposuprarenalism	1
hyposyllogistic	hyposuprarenalism	hyposynaphe	hyposyllogistic	1
hyposynaphe	hyposyllogistic	hyposynergia	hyposynaphe	1
hyposynergia	hyposynaphe	hyposystole	hyposynergia	1
hyposystole	hyposynergia	hypotactic	hyposystole	1
hypotactic	hyposystole	hypotarsal	hypotactic	1
hypotarsal	hypotactic	hypotarsus	hypotarsal	1
hypotarsus	hypotarsal	hypotaxia	hypotarsus	1
hypotaxia	hypotarsus	hypotaxic	hypotaxia	1
hypotaxic	hypotaxia	hypotaxis	hypotaxic	1
hypotaxis	hypotaxic	hypotension	hypotaxis	1
hypotension	hypotaxis	hypotensive	hypotension	1
hypotensive	hypotension	hypotensor	hypotensive	1
hypotensor	hypotensive	hypotenusal	hypotensor	1
hypotenusal	hypotensor	hypotenuse	hypotenusal	1
hypotenuse	hypotenusal	hypothalamic	hypotenuse	1
hypothalamic	hypotenuse	hypothalamus	hypothalamic	1
hypothalamus	hypothalamic	hypothalline	hypothalamus	1
hypothalline	hypothalamus	hypothallus	hypothalline	1
hypothallus	hypothalline	hypothec	hypothallus	1
hypothec	hypothallus	hypotheca	hypothec	1
hypotheca	hypothec	hypothecal	hypotheca	1
hypothecal	hypotheca	hypothecary	hypothecal	1
hypothecary	hypothecal	hypothecate	hypothecary	1
hypothecate	hypothecary	hypothecation	hypothecate	1
hypothecation	hypothecate	hypothecative	hypothecation	1
hypothecative	hypothecation	hypothecator	hypothecative	1
hypothecator	hypothecative	hypothecatory	hypothecator	1
hypothecatory	hypothecator	hypothecial	hypothecatory	1
hypothecial	hypothecatory	hypothecium	hypothecial	1
hypothecium	hypothecial	hypothenal	hypothecium	1
hypothenal	hypothecium	hypothenar	hypothenal	1
hypothenar	hypothenal	hypotheria	hypothenar	1
Hypotheria	hypothenar	hypothermal	hypotheria	1
hypothermal	hypotheria	hypothermia	hypothermal	1
hypothermia	hypothermal	hypothermic	hypothermia	1
hypothermic	hypothermia	hypothermy	hypothermic	1
hypothermy	hypothermic	hypotheses	hypothermy	1
hypotheses	hypothermy	hypothesis	hypotheses	1
hypothesis	hypotheses	hypothesist	hypothesis	1
hypothesist	hypothesis	hypothesize	hypothesist	1
hypothesize	hypothesist	hypothesizer	hypothesize	1
hypothesizer	hypothesize	hypothetic	hypothesizer	1
hypothetic	hypothesizer	hypothetical	hypothetic	1
hypothetical	hypothetic	hypothetically	hypothetical	1
hypothetically	hypothetical	hypothetics	hypothetically	1
hypothetics	hypothetically	hypothetist	hypothetics	1
hypothetist	hypothetics	hypothetize	hypothetist	1
hypothetize	hypothetist	hypothetizer	hypothetize	1
hypothetizer	hypothetize	hypothyreosis	hypothetizer	1
hypothyreosis	hypothetizer	hypothyroid	hypothyreosis	1
hypothyroid	hypothyreosis	hypothyroidism	hypothyroid	1
hypothyroidism	hypothyroid	hypotonia	hypothyroidism	1
hypotonia	hypothyroidism	hypotonic	hypotonia	1
hypotonic	hypotonia	hypotonicity	hypotonic	1
hypotonicity	hypotonic	hypotonus	hypotonicity	1
hypotonus	hypotonicity	hypotony	hypotonus	1
hypotony	hypotonus	hypotoxic	hypotony	1
hypotoxic	hypotony	hypotoxicity	hypotoxic	1
hypotoxicity	hypotoxic	hypotrachelium	hypotoxicity	1
hypotrachelium	hypotoxicity	hypotremata	hypotrachelium	1
Hypotremata	hypotrachelium	hypotrich	hypotremata	1
hypotrich	hypotremata	hypotricha	hypotrich	1
Hypotricha	hypotrich	hypotrichida	hypotricha	1
Hypotrichida	hypotricha	hypotrichosis	hypotrichida	1
hypotrichosis	hypotrichida	hypotrichous	hypotrichosis	1
hypotrichous	hypotrichosis	hypotrochanteric	hypotrichous	1
hypotrochanteric	hypotrichous	hypotrochoid	hypotrochanteric	1
hypotrochoid	hypotrochanteric	hypotrochoidal	hypotrochoid	1
hypotrochoidal	hypotrochoid	hypotrophic	hypotrochoidal	1
hypotrophic	hypotrochoidal	hypotrophy	hypotrophic	1
hypotrophy	hypotrophic	hypotympanic	hypotrophy	1
hypotympanic	hypotrophy	hypotypic	hypotympanic	1
hypotypic	hypotympanic	hypotypical	hypotypic	1
hypotypical	hypotypic	hypotyposis	hypotypical	1
hypotyposis	hypotypical	hypovalve	hypotyposis	1
hypovalve	hypotyposis	hypovanadate	hypovalve	1
hypovanadate	hypovalve	hypovanadic	hypovanadate	1
hypovanadic	hypovanadate	hypovanadious	hypovanadic	1
hypovanadious	hypovanadic	hypovanadous	hypovanadious	1
hypovanadous	hypovanadious	hypovitaminosis	hypovanadous	1
hypovitaminosis	hypovanadous	hypoxanthic	hypovitaminosis	1
hypoxanthic	hypovitaminosis	hypoxanthine	hypoxanthic	1
